percentage_seasons_weeks,percentage_same_method_match,percentage_cross_method_match,rank_seasons_weeks,rank_same_method_match,rank_cross_method_match,pct_accuracy_same,pct_accuracy_cross,rank_accuracy_same,rank_accuracy_cross
248,187,174,87,63,60,0.7540322580645161,0.7016129032258065,0.7241379310344828,0.6896551724137931
