type,age_coef,se_age,var_partner,r2
Judge,-0.031160495939873224,0.0016533711394757426,0.3022035584615336,0.2659702640873347
Fan,-0.008913497788243152,0.000870363369379726,0.07237675846635735,0.1174877943011583
