type,age_coef,se_age,var_partner,r2
Judge,-0.031160495939873224,0.0016533711394757426,0.3022035584615336,0.2659702640873347
Fan,0.008170858055140581,0.001884812128624967,0.09511500635403637,0.057426059828138865
